Product URL,Product Name,Product Price,Rating,Number of reviews,Manufacturer,Product Description,ASIN,
https://www.amazon.in/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QM2GD/ref=sr_1_33?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-33,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,510,3.8 out of 5 stars,105 ratings,SHABA BAGS,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes",B0BS6QM2GD,
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07K8KLB3P/ref=sr_1_34?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-34,"Wesley Unisex Milestone Casual Waterproof Laptop Office School College Business Travel Backpack 25 L (Dimensions: 12.5x18 inches) (Compatible with 15.6 inch laptops), Navy Blue",₹473.00,4.3 out of 5 stars,"12,403 ratings",,"Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex    Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps    Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks    Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket    Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry    
› See more product details",,
https://www.amazon.in/Lunars-Bingo-Laptop-Resistant-48L/dp/B08YZ5XY31/ref=sr_1_35?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-35,Lunar's Bingo - 48 L Laptop Office/School/Travel/Business Backpack Water Resistant - Fits Up to 15.6 Inch Laptop Notebook with 1 Year Warranty,899,3.9 out of 5 stars,"9,108 ratings","Akshaya Rubbers, Hebbal Industrial Area, Mysore","MADE IN INDIA - This “MAKE IN INDIA” Laptop bag for men features 3 large zippered compartments, 1 zip pocket at front, 2 side bottle pockets. This is a perfect laptop, office, school, college bag for men, women, boys and girls. In deed a perfect all-rounder backpack for men, school bags for boys and girls, College bag for boys and college bag for girls, office bag for men and women.    LAPTOP BAG FEATURES - Compartment Description: Up To 15 Inches; Style Name: Casual Backpack for men. Capacity: 48 liters. Size: 20 inch X 13.5 inch X 9.5 inch.    WATER RESISTANT – This laptop bag for men is stylish and durable unisex travel laptop backpack that is your perfect travel partner. School bags for boys is made of high-grade water-resistant polyester material that gives it strength and durable for long-term use. 12 months warranty for any manufacturing defects.    PADDED LAPTOP SLEEVE AND INTERNAL ORGANISER : Padded Laptop backpack for men has sleeve with holder to secure upto 15.6"" Laptops. This office bag for men is compatible with laptops like HP / Lenovo / Acer / ASUS / Dell. Internal organiser to neatly organise and store your keys, cables, stationary and other valuables from theft.    1 YEAR WARRANTY - We offer 1 Year warranty for any manufacturing defects; BEST BACK SUPPORT - We have designed this laptop bag for men to keep your comfort in mind. Shoulder has 12MM high density padding, with 3D ventilated air foam padding to prevent sweating when you use the bag; Pattern Name: Solid; Age Range Description: Adult; Color Name: MBlue; Special Features: Laptop Compartment; Pattern Name: Solid; Age Range Description: Adult",B08YZ5XY31,
https://www.amazon.in/Lenovo-15-6-Inches-Everyday-Backpack/dp/B08R7RPVJF/ref=sr_1_36?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-36,"Lenovo 15.6"" (39.62cm) Slim Everyday Backpack, Made in India, Compact, Water-resistant, Organized storage:Laptop sleeve,tablet pocket,front workstation,2-side pockets,Padded adjustable shoulder straps",₹999.00,4.4 out of 5 stars,"2,749 ratings",,"Slim, compact & sturdy: Minimal and compact design for professionals: Joint material design, durable, water-resistant polyester material. The padded shoulder straps, handle, and back panel provides protection and all-day comfort    Smooth zippers that never jam or break    Style meets Function: Minimal & compact design, stores and protects laptops up to 15.6-inches. Ideal for students and professionals looking for a stylish and compact backpack for daily use    Spacious storage with easy organization: Inside, you'll find a laptop sleeve, a tablet pocket, a roomy front workstation, and two side pockets for quick access to your other essentials    The padded shoulder straps, handle, and back panel provides protection and all-day comfort.    
› See more product details",,
https://www.amazon.in/Tabelito-Laptop-Backpack-15-6-inch-Repellent/dp/B08Y5S6C2P/ref=sr_1_37?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-37,"Tabelito® Casual Laptop Bag 15.6inch (39.6 cm) , 25 LTR Office College School Bags Business Travel Backpack for Men Women Water Resistant Bags(BLACK)",₹549.00,4.2 out of 5 stars,"1,606 ratings",,"PERFECT SIZE & STORAGE SPACE: Laptop backpack with perfect size to hold things and your 15.6 inch laptop or 15 inch, 14 inch Laptop. Convenient main pockets for iPad, charger, binders, books, clothes, ect. Inside pockets keep your wallet, phone. school bag for girls / bags for women / kids school bag / college bags for boys / laptop backpack    Front two slanted pocket perfect for quick finds such as your ID for work, f gear laptop bags . keys for open door, two side pockets for water bottle and compact umbrella make your items organized. it can be use as school college bags for girls / backpack for men /backpacks for women . you can use it as a gift for men . bags for travelling    COMFY & STURDY: Made from WATER RESISTANT and DURABLE ECO-FRIENDLY nylon fabric with Two PADDED shoulder straps, relieve the stress of shoulder, simple but comfortable back design offer your great back support, making your working, journey and travelling more convenient wherever you go. you can use it such as office bag for men . office bag for women .    Light-weight Carrying and perfect for business traveling or trip, weekend getaways, back to school, outdoor activities and college bag for men etc;    MULTIPURPOSE & SIZE: 20 x 12.2 x 5.7 Inch, perfect to throw under your seat on an airplane when you are traveling or on business trip. Suitable for back to school college, can be easily stored. Good choose for a business laptop backpack, work backpack, laptop bag for men and women, also will be a good gifts for women, gifts for men, gifts for boyfriend or girlfriend and gift bag for travelers.    
› See more product details",,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BPVCBFM7/ref=sr_1_38?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-38,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Green),₹699.00,3.9 out of 5 stars,42 ratings,ADISA,Material: Water Resistant Strong Polyester    Compartments: 2 with padding    Laptop Size: 15.6 inch and below    Dimensions: LxWxH - 11 x 6 x 18 inches    Reflector Logo / Adjustable Padded Shoulder Straps / 2 Bottle holders / Padded Top Handle / Rain Cover,B0BPVCBFM7,
https://www.amazon.in/Wesley-Spartan-Hiking-Raincover-Organiser/dp/B098QFF5TJ/ref=sr_1_39?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-39,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,₹798.00,4.1 out of 5 stars,"1,066 ratings",Wesley,Wesley Spartan Unisex Travel Hiking Laptop Bag fits Upto 17.3 inch with Raincover and Internal Organiser Backpack Rucksack College Bag,B098QFF5TJ,
https://www.amazon.in/Wesley-Milestone-Waterproof-Backpack-Business/dp/B07NJRPJ6Q/ref=sr_1_40?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-40,Wesley Milestone 15.6 inch 25 L Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Unisex Travel Backpack (Black),₹473.00,4.3 out of 5 stars,"12,403 ratings",,"Pattern Type : Pure Color || Closure Type : Zipper || Gender : Unisex    Material : Snow Yarn Polyester Fabric || Handle/Strap Type : Soft Handle/Adjustable Shoulder Straps    Dimensions : 12.5 * 18 Inch || Capacity : 25 Litre || Fit for 15.6 Inch Laptops/Notebooks    Two Side Water Bottle Pockets || One Main Compartment And A Front Pocket    Eco-friendly, Durable, Lightweight, Flexible And Water-Resistant Material Helps To Keep The Interior Dry    
› See more product details",,
https://www.amazon.in/ADISA-BP004-Weight-Casual-Backpack/dp/B07G3CG9FC/ref=sr_1_41?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-41,ADISA Laptop Backpack 31 Ltrs,499,4.0 out of 5 stars,"9,102 ratings",ADISA,"Adjustable Shoulder Handles / Two Bottle holders / Padded Top Handle / Reflector Logo    NOT INCLUDED: NO RAINCOVER, Headphone & Cable (Images only for display)    Laptop Size : 15.6 inches and below (Bigger than 15.6 inches not recommended)    Compartments: 2 with full padding; Front Easy-Access Pocket    Dimensions : L x W x H- 12 x 7 x 18 inches",B07G3CG9FC,
https://www.amazon.in/AUXTER-BLACKY-Duffel-Emboss-Black/dp/B07F2H25NP/ref=sr_1_42?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-42,AUXTER Faux Leather 23 Cms Duffle Bag(AUX_GB_LE_Black -SE_0521_Black),₹376.00,4.3 out of 5 stars,"8,922 ratings",20 November 2017,"Material / Dimension : Outer Material - Premium leatherette Fabric, Inner Material – Soft Polyester, Size: 43 cm x 23 cm x 23 cm. (L x B x H), Color : Black    Capacity: 23 Liters, 1 Large Double Zip Closure Compartment, 1 external Mesh Organizer Pocket for the earphones, ID card, Sanitizer, House keys, Fitness Band. 1 Main Compartment for all your Gym Clothes, Gym belt, towel, Gym gloves, shaker, shoe Pair etc.    Design: Design with Self Embossed logo On the Premium Leatherette Heavy Quality Material. 3.8 Cm Wide and 125 cm Long Adjustable Handle and Double side easy carry handle.    Manufacturing & Warranty: This Product is made in INDIA By “The INDIAN KARIGAR “ and pass though the many quality checks and tests This Product is come With 1 year of Warranty.    Suitable: Auxter Black Gym Bag/ Duffel bag is suitable for gym, Day trip bag, casual round bag, travel bag is suitable for men women boys and Girls. This Bag is trending For Gift Purpose",Auxter,
https://www.amazon.in/Sfane-Women-Trendy-Black-Duffel/dp/B07GCR84D9/ref=sr_1_43?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-43,"Sfane Polyester 9.05 Black Men & Women Trendy Black Sports Duffle Gym Bag, Shoulder Bag",₹297.00,4.2 out of 5 stars,935 ratings,10 August 2018,"Sfane Sports Bag Practical Everyday Sizing Make It Great For Hauling Just About Anything.Two Big Compartments Holds Sports Clothing, Gloves, Shaker, Sports Ball, Sports Accessories, Etc. Or Anything That Might Be Wet Or Soiled. Provide Years Of Dependable Service. Made In India.",Sfane,
https://www.amazon.in/Arctic-Fox-Liters-String-Backpack/dp/B08L6Q9V1H/ref=sr_1_44?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-44,Arctic Fox 15 Liters Draw String Bag Lavender Backpack,222,4.3 out of 5 stars,"2,964 ratings",Arctic Fox,"Care Instructions: Hand Wash Only    Fabric :: 600D Oxford PU coated; Compartments : 1 Ccompartment and 1 front pocket :: Zipper : #5 SBS Nylon Zipper and Runner Puller    Included Items :: Drawstring Backpack    Dimensions : LxWxD : 46 X 32 X 10 cm, Capacity : 15 Liters    Warranty: 1 year Warranty against manufacturing defects..    Pocket Description: Utility Pocket; Compartment Description: Not Laptop Compatible; Strap Type: Shoulder Strap; Water Resistance Level: Not Water Resistant; Special Features: Checkpoint Friendly; Pattern Name: Solid; Age Range Description: Adult; Lining Description: Polyester",B08L6Q9V1H,
https://www.amazon.in/Zipline-Nexa-Resistant-Bagpack-Backpack/dp/B08WQ668WJ/ref=sr_1_45?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-45,Zipline Unisex Casual Polyester 36 L Backpack School Bag Women Men Boys Girls Children Daypack College Bag Book School Sports Bag,₹843.00,3.7 out of 5 stars,746 ratings,Atulitu Agency,"A super-slim design, trendy looks and durable construction - this stylish 36 L backpack from ZIPLINE has got everything that will complement your youthful personality. With its spacious interiors, this unisex backpack is a great option for short road trips, college and work. Ergonomic design Crafted from polyester, this medium backpack is sturdy enough to withstand regular wear and tear gracefully. It features a cushioned base and internal back padding to offer you extra comfort. The padded shoulder straps of this bag can be easily adjusted according to your liking. Spacious Featuring one front pocket and three main compartments, all with speciality zippers, this bag offers you enough space to carry your books, files, coins, travel accessories, stationery, keys and mobile accessories. It comes with the ZIPLINE promise of quality.Product Description",B08WQ668WJ,
https://www.amazon.in/FUR-JADEN-Leatherette-Polypropylene-DUFF05/dp/B07M9BRCQ5/ref=sr_1_46?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-46,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,₹889.00,4.3 out of 5 stars,"5,588 ratings",20 December 2018,Fur Jaden Brown Textured Leatherette Stylish & Spacious Weekender Duffle Bag for Travel,Fur Jaden,
https://www.amazon.in/Aristocrat-Zeal-Unisex-Grey-Laptop/dp/B0B5YHC1W5/ref=sr_1_47?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-47,Aristrocrat Unisex Laptop Bag Grey,759,4.5 out of 5 stars,19 ratings,"VIP Industries Ltd. DGP House, 5th Floor, 88C Old Prabhadevi Road, Mumbai 400025","Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement",B0B5YHC1W5,
https://www.amazon.in/Backpack-Small-Black-Water-Repellant/dp/B088XB5XY8/ref=sr_1_48?crid=2M096C61O4MLT&keywords=bags&qid=1679991817&sprefix=ba%2Caps%2C283&sr=8-48,"Mi Step Out 12 L Mini Backpack (Small Size, Black, Water Repellant)",₹398.00,4.1 out of 5 stars,"8,290 ratings",,"Made of multi-coated 600D polyester Material ; Water Repellent    Dimension: 26cm x 38cm x 14cm (LxWxH); Weight : 200 grams; Capacity: 12liters    Small Size backpack; Laptop Compatibility: No    This backpack comes with 2 zipper pockets that can house a notebook, gym gear, travel essentials and more    With contra zippers and adjustable straps this light weight backpack is the ideal companion while at the airport or hitting the gym or exploring new city or using it as a carrier for books    6 months limited warranty    
› See more product details",,
https://www.amazon.in/Dell-Pro-Slim-Backpack-15/dp/B07PMQTB6T/ref=sr_1_49?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-49,"Dell Pro Slim Backpack 15 - PO1520PS - Fits Most laptops up to 38.1 cm (15 inches, Black)","₹1,599.00",4.3 out of 5 stars,402 ratings,,"Keep your laptop, tablet and everyday essentials securely protected within the Dell Pro Slim Backpack 15 (PO1520PS), a slim-fit backpack designed for work and beyond",,
https://www.amazon.in/Backpack-Business-Scratch-resistant-Multiple-Comfortable/dp/B0B6FNPN76/ref=sr_1_50?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-50,"Arctic Hunter Laptop Backpack, Premium Business Backpack Office Travel Laptop Bag with 15.6-inch Laptop Pocket Water/Scratch-resistant Multiple Pocket Comfortable and Thick, Large Capacity Padded Backpack for Men and Women","₹5,699.00",4.3 out of 5 stars,72 ratings,B0B6FNPN76,Arctic Hunter original backpack for office travel college,B00492,
https://www.amazon.in/American-Tourister-BACKPACK-COMPARTMENT-ORGANIZER/dp/B0BTD4S4XF/ref=sr_1_51?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-51,"American Tourister VALEX BLACK LAPTOP BACKPACK 28 Ltrs,Volume, LAPTOP COMPARTMENT, BOTTLE POCKET, FRONT ORGANIZER","₹1,099.00",4.3 out of 5 stars,12 ratings,EXPERTS,"A backpack isn’t just a bag. It’s a cache, a case, a mobile base of sorts. And it is a reflection of the care you’ve put into selecting the ideal loadout of items to keep on you. Introducing Valex, a modern everyday backpacks collections are available in a variety of nice looking colours to express your true self",B0BTD4S4XF,
https://www.amazon.in/Lunars-Router-Resistant-Raincover-Organiser/dp/B08YR63B9M/ref=sr_1_52?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-52,"Lunar's 35 L Laptop Office/School/Travel/Business Backpack Water Proof - Fits Up to 15.6 Inch Laptop Notebook, With Raincover, Inside Organiser and 1 Year Warranty (All)",849,3.8 out of 5 stars,"1,056 ratings","Akshaya Rubbers, Hebbal Industrial Area, Mysore","Lunar's Laptop Travel Bag : A Spacious and durable laptop backpack for travel, casual usage, school / college / office and travel. Size: 19 inch X 13inch X 8.5 inch. Capacity: 35 liters. This travel bagpack is made of high grade water resistant polyester material that gives it strength and durable for long-term use. It carries 12 months warranty for any manufacturing defects. This “MAKE IN INDIA” Product features 2 large zippered compartments, padded laptop sleeve for upto 15.6"" laptops, internal organiser, 2 water bottle /umbrella pockets, padded handle, inbuilt raincover,3D air ventilated back panel for preventing sweat, heavy duty zippers and sliders, and adjustable straps. Ideal bag for boys, girls, men and women",B08YR63B9M,
https://www.amazon.in/Northzone-Waterproof-Backpack-Business-Dimensions/dp/B0BS6QM2GD/ref=sr_1_53?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-53,Northzone Casual Waterproof Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack (Dimensions:13x18 inches) (Compatible with 39.62cm(15.6inch laptop) 30 L,510,3.8 out of 5 stars,105 ratings,SHABA BAGS,"Care Instructions: Do not expose to extreme heat The Hype 1 Casual Backpack from Northzone Sport features an elegant look and feel. It is a perfect every day carry for speedy city commutes, college or school. Keeping it unique and stylish, this Northzone backpack features a versatile shaded design with the Northzone logo print on the face of the bag. Sturdy, spacious and elegant are the spirit of this backpack. Plenty of Space & Pockets: This college bags for girls and boys features two spacious compartments that can each fit book, iPad, A4 size files, lunch box, light clothes, school supplies & accessories. It also features a zip compartment with multiple organizer pockets for keys, pens, pencils, cell phone, power bank, etc. The twin mesh pockets on each side helps pack in a water bottle and a compact umbrella. Lightweight & Sturdy: This school bags for girls and boys features a multi ventilated 10mm robust mesh padding that provides maximum back support. The straps are breathable, padded and adjustable that helps to relieve the stress on your shoulder. The top of the backpack features a webbing loop top handle that helps in carrying the backpack with ease. External Dimension: Length – 33cm, Width – 21cm, Height – 49cm, Weight – 1,000 grams. Capacity – 34 litres. Laptop Compatibility – yes",B0BS6QM2GD,
https://www.amazon.in/Genie-Plaids-Latest-Backpack-Collection/dp/B0893ZWXQJ/ref=sr_1_54?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-54,Genie Plaids 19 Maroon Backpack Collection,1099,4.3 out of 5 stars,187 ratings,Safari,,B0893ZWXQJ,
https://www.amazon.in/F-Gear-Raider-Marpat-Navy-Backpack/dp/B07F1157TV/ref=sr_1_55?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-55,F Gear Raider 30 Liter Backpack with Rain Cover (.Marpat Navy Digital Camo),₹713.00,4.2 out of 5 stars,"2,916 ratings",24 June 2018,"Well if you are looking for a big bag which is also very stylish, durable, waterproof bag then your search ends here. Yes you got it right! This F Gear bag has three big compartments along with comprehensive pen-accessories organizer and one bottle holder on the side of the bag. Reflective printing along with inbuilt rain cover in a concealed pocket makes it most adapted for rainy conditions. Air mesh Padding at the back panel and shoulder straps for utmost Comfort.",Uber Fashion Merchandise Pvt. Ltd.,
https://www.amazon.in/Safari-Casual-Backpack-Charging-Resistant/dp/B09B2581S9/ref=sr_1_56?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-56,"Safari Sneak Casual Backpack with USB Charging Port 26 Ltrs Water Resistant Fabric - Grey, L (SNEAK19CBGRE)",₹949.00,3.7 out of 5 stars,837 ratings,Safari Industries,"Safari Sneak is a 26 Litres, 2 compartment USB backpack perfect for daily usage. Built in USB charging port outside and built in charging cable inside, perfect for working professionals and college goers. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as office, college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.",B09B2581S9,
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH1901/dp/B07G4F3758/ref=sr_1_57?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-57,Gear Vintage2 Anti Theft Faux Leather 18 cms Tan Laptop Backpack,1075,4.3 out of 5 stars,"1,473 ratings",Gear,,B07G4F3758,
https://www.amazon.in/Nivia-6853BKGR-Polyester-Black-Grey/dp/B07NLB6FRS/ref=sr_1_58?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-58,NIVIA Basic Duffle Polyester Bag/Gym Bags/Adjustable Shoulder Bag for Men/Duffle Gym Bags for Men/Fitness Bag/Carry Bags/Sports & Travel Bag/Sports Kit/Duffle Bags Travel,₹242.00,4.0 out of 5 stars,"3,157 ratings",,"Strong stitching at major stress points provide long-lasting durability against daily activities    Mesh side water bottle pocket. Adjustable shoulder strap.    This bag is made out of high tensile Main large compartment with double zip closure. Tough high durability fabricpolyester fabric which is known for being strong and water-repellent    High quality double zippers, easy to access. Highly water-resistant finish to save inner items from water splashes    Comes in attractive color combinations.",,
https://www.amazon.in/Asus-BP1504-15-6-inch-Laptop-Backpack/dp/B0895ZZHKK/ref=sr_1_59?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-59,Asus BP1504 39.62 cm (15.6-inch) Laptop Backpack (Dark Grey),₹819.00,4.2 out of 5 stars,"1,545 ratings",,"Meant for 15.6-inch laptops    Multiple compartments for additional accessories    Front big pocket for quick-access your essentials    Elegant and Lightweight Cross-dyed woven fabric    Finished in Stylish warm dark grey and stretch to shoulder strap    Laptop compartment fits up to 15.6 inch laptop with velcro laptop strip    ASUS reflective logo    1 Year hardware warranty provided by the manufacturer from date of purchase    
› See more product details",,
https://www.amazon.in/ADISA-Laptop-Backpack-Office-College/dp/B0BVRJYD9Q/ref=sr_1_60?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-60,ADISA 32L Large Laptop Backpack Office Bag College Travel Back Pack with rain Cover (Navy),₹599.00,4.6 out of 5 stars,7 ratings,ADISA,"High Quality large and spacious laptop backpack with 2 compartments and 2 front easy-access pockets. One compartment is for carrying laptop inside with padding for safety and space for laptop accessories like charger, etc. Other compartment has organiser for pens, visiting cards, etc along with space for carrying papers, files, etc. It has provision for holding bottles on both sides and has padded shoulder straps for your comfort. It comes with a full sized rain cover.",B0BVRJYD9Q,
https://www.amazon.in/Gear-Vintage2-Leather-Backpack-LBPVG2LTH0101/dp/B07G44G1DC/ref=sr_1_61?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-61,Gear Vintage2 28L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,"₹1,030.00",4.4 out of 5 stars,"1,697 ratings",Gear Merchandise PVT LTD,"Gear bags are designed for the quick commute as well for the long journey. these backpacks can be used as laptop bags,adventure bags and so on. Your favorite travel companion, The backpacks come with enough storage space to carry all your requirements.",B07G44G1DC,
https://www.amazon.in/Hilfiger-Joshua-Backpack-TH-JOSHUALAP01/dp/B07N8GRWTZ/ref=sr_1_62?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-62,Tommy Hilfiger Joshua 15 inch 21 Ltrs Light Grey Laptop Backpack (TH/JOSHUALAP07),"₹1,983.00",3.9 out of 5 stars,407 ratings,Iff Overseas Pvt Ltd,,B07N8GRWTZ,
https://www.amazon.in/Nivia-5227-Pulse-Junior-Others/dp/B08D7QG33Z/ref=sr_1_63?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-63,"Nivia 5227 Pulse Junior Bag, Others (Orange) (Sky Blue)",₹294.00,3.8 out of 5 stars,157 ratings,,"About this item    Highly Water-resistant finish to save inner items from water splashes    Epp foam gear in the bottom panel for total comfort and safety    Main compartment with double zip closure    Water-resistant front valuables pocket to keep your stuff safe    Dimension: 40x22x10 cm    Capacity - 9 litres    Tough, 600D abrasion-resistant fabric for high durability Optimum quality of accessories and zipper for smoother functioning and high durability Designed for all types of occasions: sports, daily use, cycling, travel, adventure, etc Comes in attractive color combination and premium quality of material.",,
https://www.amazon.in/Nivia-5183-Polyester-Duffle-Medium/dp/B071KNXQ7Y/ref=sr_1_64?crid=2M096C61O4MLT&keywords=bags&qid=1679991818&sprefix=ba%2Caps%2C283&sr=8-64,NIVIA Beast Gym Bag-4 Polyester/Unisex Gym Bags/Shoulder Bag for Men & Women with Separate Shoes Compartment/Carry Gym Accessories/Fitness Bag/Sports & Travel Bag/Sports Kit,₹484.00,4.2 out of 5 stars,"3,777 ratings",,Highly water-resistant finish to save inner items from water splashes    Separate shoe pocket ensures your sneakers separated from your day outfit    adjustable shoulder strap    Main compartment with double zip closure    Large pocket for laundry or shoes & internal slip pockets for organization,,
https://www.amazon.in/Fur-Jaden-Rucksack-Backpack-BM43_Blue/dp/B07PS38XSP/ref=sr_1_65?crid=2M096C61O4MLT&keywords=bags&qid=1679991820&sprefix=ba%2Caps%2C283&sr=8-65,Fur Jaden Hiking Camping Rucksack Casual 10 Ltrs Blue Casual Backpack,₹199.00,3.6 out of 5 stars,"7,564 ratings",Fur Jaden,The product will be an excellent pick for you. It ensures an easy maintenance. With Rain Cover : No,B07PS38XSP,
https://www.amazon.in/Lenovo-Carrying-15-6-Inch-Toploader-GX40Q17229/dp/B075Y6Y9H5/ref=sr_1_66?crid=2M096C61O4MLT&keywords=bags&qid=1679991820&sprefix=ba%2Caps%2C283&sr=8-66,Lenovo Casual Laptop Briefcase T210 (Toploader) 39.62 cm (15.6-inch) Water Repellent Black,₹980.00,4.2 out of 5 stars,"55,028 ratings",,"“COMPATIBLE WITH 15.6 INCH LAPTOP”: This organizer briefcase dimension fits up to 15.6 inch laptop. Dimensions: 40cm x 5.5cm x 30cm; Weight: 435g.    “HIGH QUALITY, DURABLE AND WATER REPELLANT FABRIC”: This toploader features in durable snow yarn polyester fabric and streamlined design with a padded interior to protect notebooks and important items    “INTEGRATED LUGGAGE STRAP FOR MORE CONVENIENT TRAVEL”:A fully adjustable shoulder straps make it comfortable for all-day use.    “CONVENIENTLY PLACED PADDED LAPTOP COMPARTMENTS AND POCKETS: The padded interior helps protect notebooks and important items. Quick-access pocket ensure convenient access    ""HIGH QUALITY, CASUAL YET STYLISH DESIGN"": very attractive and perfect for college, school, travel and outdoor activities, daily commuters and all types of travelers who just looking for compact but stylish bag. Multiple colors for choice    Warranty NA    “IN-THE-BOX”: 15.6-inch Briefcase    Country of Origin: China    
› See more product details",,
